forum,title,authors,authorids,keywords,abstract,pdf,match,venue,year,type
https://openreview.net/forum?id=xmYT1JqVpj,{'value': 'Policy Compatible Skill Incremental Learning via Lazy Learning Interface'},Daehee Lee; Dongsu Lee; TaeYoon Kwack; Wonje Choi; Honguk Woo,~Daehee_Lee1; ~Dongsu_Lee1; ~TaeYoon_Kwack1; ~Wonje_Choi2; ~Honguk_Woo1,"{'value': ['Skill Incremental Learning', 'Imitation Learning']}","{'value': ""Skill Incremental Learning (SIL) is the process by which an embodied agent expands and refines its skill set over time by leveraging experience gained through interaction with its environment or by the integration of additional data. SIL facilitates efficient acquisition of hierarchical policies grounded in reusable skills for downstream tasks. However, as the skill repertoire evolves, it can disrupt compatibility with existing skill-based policies, limiting their reusability and generalization. In this work, we propose SIL-C, a novel framework that ensures skill-policy compatibility, allowing improvements in incrementally learned skills to enhance the performance of downstream policies without requiring policy re-training or structural adaptation. SIL-C employs a bilateral lazy learning-based mapping technique to dynamically align the subtask space referenced by policies with the skill space decoded into agent behaviors. This enables each subtask, derived from the policy's decomposition of a complex task, to be executed by selecting an appropriate skill based on trajectory distribution similarity. We evaluate SIL-C across diverse SIL scenarios and demonstrate that it maintains compatibility between evolving skills and downstream policies while ensuring efficiency throughout the learning process.""}",https://openreview.net{'value': '/pdf/4614d54bd18b90e9e7395a7915beb640b7c67065.pdf'},{'abstract_filter': 'Trajectory'},NeurIPS.cc,2025,Conference
https://openreview.net/forum?id=xlDmm4r98R,{'value': 'FACT: Mitigating Inconsistent Hallucinations in LLMs via Fact-Driven Alternating Code-Text Training'},Xinxin You; Qixin Sun; Chenwei Yan; Xiao Zhang; Chen Ning; Xiangling Fu; Si Liu; Guoping Hu; Shijin Wang; Ji Wu; Xien Liu,~Xinxin_You2; ~Qixin_Sun1; ~Chenwei_Yan1; ~Xiao_Zhang9; ~Chen_Ning1; ~Xiangling_Fu2; ~Si_Liu5; ~Guoping_Hu1; ~Shijin_Wang1; ~Ji_Wu3; ~Xien_Liu4,"{'value': ['Inconsistent Hallucination', 'Fact-Driven Code-Text', 'Alternating Training']}","{'value': 'Inconsistent hallucinations remain a major challenge for large language models (LLMs), undermining the accuracy and reliability of fact-based reasoning in real-world applications. Existing approaches often rely on task-specific training or adaptation, such as hand-crafted synthetic datasets for domain tasks or solutions mainly focused on numerical reasoning, thereby limiting generalizability to broader, unseen NLP tasks. Inspired by the structural rigor and logical consistency of programming languages, we observe that fact-based texts can be mapped to programming structures due to their inherent patterns. We further propose FACT, a novel Fact-driven Alternating Code-text Training framework that alternates between text-to-code and code-to-text prediction. FACT is the first task-agnostic paradigm that embeds code and natural language in a shared semantic space, thereby transferring the logical consistency of code to LLM outputs in NLP tasks. Experiments show that with only a small subset of Wiki-40B-en for training, FACT reduces inconsistent hallucinations by 2.7%–8.0% and improves overall performance by 2.5%–6.1% in three leading LLMs and four diverse datasets covering QA and summarization tasks. This framework offers a new perspective on addressing challenging hallucinations in LLMs, contributing to more reliable AI.'}",https://openreview.net{'value': '/pdf/8f06a63c8a49d0e18846db034cd1bfcf042c535e.pdf'},{'abstract_filter': 'Synthetic'},NeurIPS.cc,2025,Conference
https://openreview.net/forum?id=xkGxogC2mF,{'value': 'Shortcutting Pre-trained Flow Matching Diffusion Models is Almost Free Lunch'},Xu Cai; Yang Wu; Qianli Chen; Haoran Wu; Lichuan Xiang; Hongkai Wen,~Xu_Cai1; ~Yang_Wu12; ~Qianli_Chen3; ~Haoran_Wu13; ~Lichuan_Xiang1; ~Hongkai_Wen1,"{'value': ['diffusion', 'flow-matching', 'distillation', 'fast inference']}","{'value': 'We present an ultra-efficient post-training method for shortcutting large-scale pre-trained flow matching diffusion models into efficient few-step samplers, enabled by novel velocity field self-distillation.  While shortcutting in flow matching, originally introduced by shortcut models, offers flexible trajectory-skipping capabilities, it requires a specialized step-size embedding incompatible with existing models unless retraining from scratch—a process nearly as costly as pretraining itself.\n\nOur key contribution is thus imparting a more aggressive shortcut mechanism to standard flow matching models (e.g., Flux), leveraging a unique distillation principle that obviates the need for step-size embedding.  Working on the velocity field rather than sample space and learning rapidly from self-guided distillation in an online manner, our approach trains efficiently, e.g., producing a 3-step Flux <1 A100 day.  Beyond distillation, our method can be incorporated into the pretraining stage itself, yielding models that inherently learn efficient, few-step flows without compromising quality.  This capability also enables, to our knowledge, the first few-shot distillation method (e.g., 10 text-image pairs) for dozen-billion-parameter diffusion models, delivering state-of-the-art performance at almost free cost.'}",https://openreview.net{'value': '/pdf/bb6661f039bb34b57158cc6e2db47ed9febeb477.pdf'},{'abstract_filter': 'Trajectory'},NeurIPS.cc,2025,Conference
https://openreview.net/forum?id=xj0DXLQZCS,{'value': 'World Models as Reference Trajectories for Rapid Motor Adaptation'},Carlos Stein Brito; Daniel C McNamee,~Carlos_Stein_Brito1; ~Daniel_C_McNamee1,"{'value': ['Motor Adaptation', 'Model-based RL', 'Rapid Adaptation', 'Model Reference Control', 'Data Efficiency', 'Naturalistic Motor Control']}","{'value': 'Learned control policies often fail when deployed in real-world environments with changing dynamics. When system dynamics shift unexpectedly, performance degrades until models are retrained on new data. We introduce Reflexive World Models (RWM), a dual control framework that uses world model predictions as implicit reference trajectories for rapid adaptation. Our method separates the control problem into long-term reward maximization through reinforcement learning and robust motor execution through reward-free rapid control in latent space. This dual architecture achieves significantly faster adaptation with low online computational cost compared to model-based RL baselines, while maintaining near-optimal performance. The approach combines the benefits of flexible policy learning through reinforcement learning with rapid error correction capabilities, providing a theoretically grounded method for maintaining performance in high-dimensional continuous control tasks under varying dynamics.'}",https://openreview.net{'value': '/pdf/e0550b6c170bc81bc5125a7a5a8905a027c2b22a.pdf'},{'title_filter': 'Trajectory'},NeurIPS.cc,2025,Conference
https://openreview.net/forum?id=xiP7TZG58o,{'value': 'Context-Aware Regularization with Markovian Integration for Attention-Based Nucleotide Analysis'},Mohammadsaleh Refahi; Mahdi Abavisani; Bahrad A. Sokhansanj; James R. Brown; Gail Rosen,~Mohammadsaleh_Refahi1; ~Mahdi_Abavisani2; ~Bahrad_A._Sokhansanj1; ~James_R._Brown1; ~Gail_Rosen1,"{'value': ['DNA Language Models', 'Markovian Regularization']}","{'value': 'Transformers have revolutionized nucleotide sequence analysis, yet capturing long‑range dependencies remains challenging. Recent studies show that autoregressive transformers often exhibit Markovian behavior by relying on fixed-length context windows for next-token prediction. However, standard self-attention mechanisms are computationally inefficient for long sequences due to their quadratic complexity and do not explicitly enforce global transition consistency.\n\nWe introduce CARMANIA (Context-Aware Regularization with Markovian Integration for Attention-Based Nucleotide Analysis), a self-supervised pretraining framework that augments next-token (NT) prediction with a transition-matrix (TM) loss. The TM loss aligns predicted token transitions with empirically derived n-gram statistics from each input sequence, encouraging the model to capture higher-order dependencies beyond local context. This integration enables CARMANIA to learn organism-specific sequence structures that reflect both evolutionary constraints and functional organization.\n\nWe evaluate  CARMANIA across diverse genomic tasks, including regulatory element prediction, functional gene classification, taxonomic inference, antimicrobial resistance detection, and biosynthetic gene cluster classification. CARMANIA outperforms the previous best long-context model by at least 7\\%, matches state-of-the-art on shorter sequences (exceeding prior results on 20/40 tasks while running $\\sim$2.5$\\times$ faster), and shows particularly strong improvements on enhancer and housekeeping gene classification tasks—including up to a 34\\% absolute gain in Matthews correlation coefficient (MCC) for enhancer prediction. The TM loss boosts accuracy in 33 of 40 tasks, especially where local motifs or regulatory patterns drive prediction. This enables more effective modeling of sequence-dependent biological features while maintaining robustness across non-coding and low-signal regions. Code available at https://github.com/EESI/carmania.'}",https://openreview.net{'value': '/pdf/b7026a98b0b62b04a541294f90c16910b8403da5.pdf'},{'abstract_filter': 'Synthetic'},NeurIPS.cc,2025,Conference
https://openreview.net/forum?id=xgiMK8FtSI,{'value': 'LLM-DAMVC: A Large Language Model Assisted Dynamic Agent for Multi-View Clustering'},HaiMing Xu; Qianqian Wang,~HaiMing_Xu2; ~Qianqian_Wang5,{'value': ['Multi-View Clustering']},"{'value': 'Multi-view clustering integrates the consistency and complementarity of different views to achieve unsupervised data grouping. Existing multi-view clustering methods primarily confront two challenges: i) they generally perform feature extraction in the feature domain, which is sensitive to noise and may neglect cluster-specific information that is indistinguishable in the original space; ii) current dynamic fusion methods adopt static strategies to learn weights, lacking capability to adjust strategies adaptively under complex scenarios according to variations in data distribution and view quality. To address these issues, we propose a large language model assisted dynamic agent for multi-view clustering (LLM-DAMVC), a novel framework that recasts multi-view clustering as a dynamic decision-making problem orchestrated by a large language model. Specifically, each view is equipped with complementary agents dedicated to feature extraction. A dual-domain contrastive module is introduced to optimize feature consistency and enhance cluster separability in both the feature domain and frequency domain. Additionally, an LLM-assisted view fusion mechanism provides a flexible fusion weight learning strategy that can be adaptively applied to complex scenarios and significantly different views. Extensive experimental results validate the effectiveness and superiority of the proposed method.'}",https://openreview.net{'value': '/pdf/d914ffb9e0367b3b16b179576b3f9c84161ec202.pdf'},{'title_filter': 'Agent'},NeurIPS.cc,2025,Conference
https://openreview.net/forum?id=xTWWKMxY1x,{'value': 'ROSE: Remove Objects with Side Effects in Videos'},Chenxuan Miao; Yutong Feng; Jianshu Zeng; Zixiang Gao; Liu Hantang; Yunfeng Yan; Donglian Qi; Xi Chen; Bin Wang; Hengshuang Zhao,~Chenxuan_Miao1; ~Yutong_Feng2; ~Jianshu_Zeng1; ~Zixiang_Gao1; ~Liu_Hantang1; ~Yunfeng_Yan1; ~Donglian_Qi1; ~Xi_Chen30; ~Bin_Wang35; ~Hengshuang_Zhao2,{'value': ['video inpainting; diffusion transformer; video generation']},"{'value': ""Video object removal has achieved advanced performance due to the recent success of video generative models. However, when addressing the side effects of objects, \\textit{e.g.,} their shadows and reflections, existing works struggle to eliminate these effects for the scarcity of paired video data as supervision. This paper presents \\method, termed \\textbf{R}emove \\textbf{O}bjects with \\textbf{S}ide \\textbf{E}ffects, a framework that systematically studies the object's effects on environment, which can be categorized into five common cases: shadows, reflections, light, translucency and mirror. Given the challenges of curating paired videos exhibiting the aforementioned effects, we leverage a 3D rendering engine for synthetic data generation. We carefully construct a fully-automatic pipeline for data preparation, which simulates a large-scale paired dataset with diverse scenes, objects, shooting angles, and camera trajectories. ROSE is implemented as an video inpainting model built on diffusion transformer. To localize all object-correlated areas, the entire video is fed into the model for reference-based erasing. Moreover, additional supervision is introduced to explicitly predict the areas affected by side effects, which can be revealed through the differential mask between the paired videos. To fully investigate the model performance on various side effect removal, we presents a new benchmark, dubbed ROSE-Bench, incorporating both common scenarios and the five special side effects for comprehensive evaluation. Experimental results demonstrate that \\method achieves superior performance compared to existing video object erasing models and generalizes well to real-world video scenarios.""}",https://openreview.net{'value': '/pdf/5975f8faa8829f509cbd893e918c8569abedd3f6.pdf'},{'abstract_filter': 'Synthetic'},NeurIPS.cc,2025,Conference
https://openreview.net/forum?id=xRb0taq0pD,{'value': 'On Group Sufficiency Under Label Bias'},Haoran Zhang; Olawale Elijah Salaudeen; Marzyeh Ghassemi,~Haoran_Zhang4; ~Olawale_Elijah_Salaudeen1; ~Marzyeh_Ghassemi2,"{'value': ['algorithmic fairness', 'label noise', 'label bias', 'group sufficiency']}","{'value': 'Real-world classification datasets often contain label bias, where observed labels differ systematically from the true labels at different rates for different demographic groups. Machine learning models trained on such datasets may then exhibit disparities in predictive performance across these groups. In this work, we characterize the problem of learning fair classification models with respect to the underlying ground truth labels when given only label biased data. We focus on the particular fairness definition of group sufficiency, i.e. equal calibration of risk scores across protected groups. We theoretically show that enforcing fairness with respect to label biased data necessarily results in group miscalibration with respect to the true labels. We then propose a regularizer which minimizes an upper bound on the sufficiency gap by penalizing a conditional mutual information term. Across experiments on eight tabular, image, and text datasets with both synthetic and real label noise, we find that our method reduces the sufficiency gap by up to 7.2% with no significant decrease in overall accuracy.'}",https://openreview.net{'value': '/pdf/7edfbac351d6df824000dac9d85c25c26244b150.pdf'},{'abstract_filter': 'Synthetic'},NeurIPS.cc,2025,Conference
https://openreview.net/forum?id=xQfZprbSWL,{'value': 'Spectral Compressive Imaging via Chromaticity-Intensity Decomposition'},Xiaodong Wang; Zijun He; Ping Wang; Lishun Wang; Yanan Hu; Xin Yuan,~Xiaodong_Wang10; ~Zijun_He1; ~Ping_Wang9; ~Lishun_Wang1; ~Yanan_Hu2; ~Xin_Yuan4,"{'value': ['computational imaging', 'computational photography']}","{'value': 'In coded aperture snapshot spectral imaging (CASSI), the captured measurement entangles spatial and spectral information, posing a severely ill-posed inverse problem for hyperspectral images (HSIs) reconstruction. Moreover, the captured radiance inherently depends on scene illumination, making it difficult to recover the intrinsic spectral reflectance that remains invariant to lighting conditions. To address these challenges, we propose a chromaticity-intensity decomposition framework, which disentangles an HSI into a spatially smooth intensity map and a spectrally variant chromaticity cube. The chromaticity encodes lighting-invariant reflectance, enriched with high-frequency spatial details and local spectral sparsity. Building on this decomposition, we develop CIDNet—a Chromaticity-Intensity Decomposition unfolding network within a dual-camera CASSI system. CIDNet integrates a hybrid spatial-spectral Transformer tailored to reconstruct fine-grained and sparse spectral chromaticity and a degradation-aware, spatially-adaptive noise estimation module that captures anisotropic noise across iterative stages. Extensive experiments on both synthetic and real-world CASSI datasets demonstrate that our method achieves superior performance in both spectral and chromaticity fidelity. Code is released at: \\url{https://github.com/xiaodongwo/CIDNet}.'}",https://openreview.net{'value': '/pdf/e93af85f59a95a3556d75c2a12483afbb7276009.pdf'},{'abstract_filter': 'Synthetic'},NeurIPS.cc,2025,Conference
https://openreview.net/forum?id=xLFYd1owiP,{'value': 'Spot the Fake: Large Multimodal Model-Based Synthetic Image Detection with Artifact Explanation'},Siwei Wen; Junyan Ye; Peilin Feng; Hengrui Kang; Zichen Wen; Yize Chen; Jiang Wu; wenjun wu; Conghui He; Weijia Li,~Siwei_Wen5; ~Junyan_Ye1; ~Peilin_Feng1; ~Hengrui_Kang1; ~Zichen_Wen1; ~Yize_Chen2; ~Jiang_Wu7; ~wenjun_wu3; ~Conghui_He2; ~Weijia_Li2,"{'value': ['Synthetic Image Detection', 'Deepfake', 'Large Multimodal Model']}","{'value': 'With the rapid advancement of Artificial Intelligence Generated Content (AIGC) technologies, synthetic images have become increasingly prevalent in everyday life, posing new challenges for authenticity assessment and detection. Despite the effectiveness of existing methods in evaluating image authenticity and locating forgeries, these approaches often lack human interpretability and do not fully address the growing complexity of synthetic data. To tackle these challenges, we introduce FakeVLM, a specialized large multimodal model designed for both general synthetic image and DeepFake detection tasks. FakeVLM not only excels in distinguishing real from fake images but also provides clear, natural language explanations for image artifacts, enhancing interpretability. Additionally, we present FakeClue, a comprehensive dataset containing over 100,000 images across seven categories, annotated with fine-grained artifact clues in natural language. FakeVLM demonstrates performance comparable to expert models while eliminating the need for additional classifiers, making it a robust solution for synthetic data detection. Extensive evaluations across multiple datasets confirm the superiority of FakeVLM in both authenticity classification and artifact explanation tasks, setting a new benchmark for synthetic image detection. The code, model weights, and dataset can be found here: https://github.com/opendatalab/FakeVLM.'}",https://openreview.net{'value': '/pdf/1faa3599271dee156c7eef97f811db5f481541ac.pdf'},{'title_filter': 'Synthetic'},NeurIPS.cc,2025,Conference
https://openreview.net/forum?id=xB1ZNgq0Xp,{'value': 'Synthetic Series-Symbol Data Generation for Time Series Foundation Models'},Wenxuan Wang; Kai Wu; Yujian Betterest Li; Dan Wang; Xiaoyu Zhang,~Wenxuan_Wang7; ~Kai_Wu3; ~Yujian_Betterest_Li1; ~Dan_Wang2; ~Xiaoyu_Zhang6,"{'value': ['Time Series Analysis', 'Foundation Model', 'Data Scarcity']}","{'value': 'Foundation models for time series analysis (TSA) have attracted significant attention. However, challenges such as training data scarcity and imbalance continue to hinder their development. Inspired by complex dynamic system theories, we design a series-symbol data generation mechanism, enabling the unrestricted creation of high-quality time series data paired with corresponding symbolic expressions. To leverage series-symbol data pairs with strong correlations, we develop SymTime, a pre-trained foundation model for enhancing time series representation using symbolic information. SymTime demonstrates competitive performance across five major TSA tasks when fine-tunes with downstream tasks, rivaling foundation models pre-trained on real-world datasets. This approach underscores the potential of series-symbol data generation and pretraining mechanisms in overcoming data scarcity and enhancing task performance. The code is available at https://github.com/wwhenxuan/SymTime.'}",https://openreview.net{'value': '/pdf/1f5bda16d8f6ad7f41cdcb6cc4a41ecc4a79cd44.pdf'},{'title_filter': 'Synthetic'},NeurIPS.cc,2025,Conference
https://openreview.net/forum?id=x9XepNPGJ5,{'value': 'DeepHalo: A Neural Choice Model with Controllable Context Effects'},Shuhan Zhang; Zhi Wang; Rui Gao; Shuang Li,~Shuhan_Zhang4; ~Zhi_Wang12; ~Rui_Gao3; ~Shuang_Li3,"{'value': ['Choice Model', 'Preference Learning', 'Deep Learning']}","{'value': 'Modeling human decision-making is central to applications such as recommendation, preference learning, and human-AI alignment. While many classic models assume context-independent choice behavior, a large body of behavioral research shows that preferences are often influenced by the composition of the choice set itself---a phenomenon known as the context effect or Halo effect. These effects can manifest as pairwise (first-order) or even higher-order interactions among the available alternatives.\nRecent models that attempt to capture such effects either focus on the featureless setting or, in the feature-based setting, rely on restrictive interaction structures or entangle interactions across all orders, which limits interpretability. \nIn this work, we propose DeepHalo, a neural modeling framework that incorporates features while enabling explicit control over interaction order and principled interpretation of context effects.\nOur model enables systematic identification of interaction effects by order and serves as a universal approximator of context-dependent choice functions when specialized to a featureless setting.\nExperiments on synthetic and real-world datasets demonstrate strong predictive performance while providing greater transparency into the drivers of choice.'}",https://openreview.net{'value': '/pdf/db79ba397b3f6bed54c73279f40e86d03f8b7d43.pdf'},{'abstract_filter': 'Synthetic'},NeurIPS.cc,2025,Conference
https://openreview.net/forum?id=x7EjzpW5XC,{'value': 'Rectifying Soft-Label Entangled Bias in Long-Tailed Dataset Distillation'},Chenyang Jiang; Hang Zhao; Xinyu Zhang; Zhengcen Li; Qiben Shan; Shaocong Wu; Jingyong Su,~Chenyang_Jiang1; ~Hang_Zhao4; ~Xinyu_Zhang15; ~Zhengcen_Li1; ~Qiben_Shan2; ~Shaocong_Wu1; ~Jingyong_Su3,{'value': ['dataset distillation; long-tailed recognition']},"{'value': 'Dataset distillation compresses large-scale datasets into compact, highly informative synthetic data, significantly reducing storage and training costs. However, existing research primarily focuses on balanced datasets and struggles to perform under real-world long-tailed distributions. In this work, we emphasize the critical role of soft labels in long-tailed dataset distillation and uncover the underlying mechanisms contributing to performance degradation.\nSpecifically, we derive an imbalance-aware generalization bound for model trained on distilled dataset. We then identify two primary sources of soft-label bias, which originate from the distillation model and the distilled images, through systematic perturbation of the data imbalance levels.\nTo address this, we propose ADSA, an Adaptive Soft-label Alignment module that calibrates the entangled biases. This lightweight module integrates seamlessly into existing distillation pipelines and consistently improves performance. On ImageNet-1k-LT with EDC and IPC=50, ADSA improves tail-class accuracy by up to 11.8\\% and raises overall accuracy to 41.4\\%. \nExtensive experiments demonstrate that ADSA provides a robust and generalizable solution under limited label budgets and across a range of distillation techniques.'}",https://openreview.net{'value': '/pdf/9b5a8c74febdc6f655af1b5ac3e18eb6674b02be.pdf'},{'abstract_filter': 'Synthetic'},NeurIPS.cc,2025,Conference
https://openreview.net/forum?id=x5KUOlYKQr,{'value': 'Listwise Preference Diffusion Optimization for User Behavior Trajectories Prediction'},Hongtao Huang; Chengkai Huang; Junda Wu; Tong Yu; Julian McAuley; Lina Yao,~Hongtao_Huang1; ~Chengkai_Huang1; ~Junda_Wu1; ~Tong_Yu3; ~Julian_McAuley1; ~Lina_Yao2,"{'value': ['User Behavior Prediction', 'Diffusion Models']}","{'value': 'Forecasting multi-step user behavior trajectories requires reasoning over structured preferences across future actions, a challenge overlooked by traditional sequential recommendation. This problem is critical for applications such as personalized commerce and adaptive content delivery, where anticipating a user’s complete action sequence enhances both satisfaction and business outcomes. We identify an essential limitation of existing paradigms: their inability to capture global, listwise dependencies among sequence items. To address this, we formulate User Behavior Trajectory Prediction (UBTP) as a new task setting that explicitly models longterm user preferences. We introduce Listwise Preference Diffusion Optimization (LPDO), a diffusion-based training framework that directly optimizes structured preferences over entire item sequences. LPDO incorporates a Plackett–Luce supervision signal and derives a tight variational lower bound aligned with listwise ranking likelihoods, enabling coherent preference generation across denoising steps and overcoming the independent-token assumption of prior diffusion methods. To rigorously evaluate multi-step prediction quality, we propose the task-specific metric: Sequential Match (SeqMatch), which measures exact trajectory agreement, and adopt Perplexity (PPL), which assesses probabilistic fidelity. Extensive experiments on real-world user behavior benchmarks demonstrate that LPDO consistently outperforms state-of-the-art baselines, establishing a new benchmark for structured preference learning with diffusion models.'}",https://openreview.net{'value': '/pdf/7dcb1ebe911a27afce46273677bc64b0cdc0f97c.pdf'},{'title_filter': 'Trajectory'},NeurIPS.cc,2025,Conference
https://openreview.net/forum?id=x2Rk0lSQra,{'value': 'AutoData: A Multi-Agent System for Open Web Data Collection'},Tianyi Ma; Yiyue Qian; Zheyuan Zhang; Zehong Wang; Xiaoye Qian; Feifan Bai; Yifan Ding; Xuwei Luo; Shinan Zhang; Keerthiram Murugesan; Chuxu Zhang; Yanfang Ye,~Tianyi_Ma3; ~Yiyue_Qian2; ~Zheyuan_Zhang5; ~Zehong_Wang2; ~Xiaoye_Qian1; ~Feifan_Bai1; ~Yifan_Ding2; ~Xuwei_Luo1; ~Shinan_Zhang1; ~Keerthiram_Murugesan1; ~Chuxu_Zhang2; ~Yanfang_Ye1,"{'value': ['Multi-Agents', 'LLMs', 'Web Data Collection']}","{'value': ""The exponential growth of data-driven systems and AI technologies has intensified the demand for high-quality web-sourced datasets. \nWhile existing datasets have proven valuable, conventional web data collection approaches face significant limitations in terms of human effort and scalability. \nCurrent data collecting solutions fall into two categories: wrapper-based methods that struggle with adaptability and reproducibility, and large language model (LLM)-based approaches that incur substantial computational and financial costs. \nTo address these challenges, we propose AutoData, a novel multi-agent system for Automated web Data collection, that requires minimal human intervention, i.e., only necessitating a natural language instruction specifying the desired dataset. \nIn addition, AutoData is designed for a robust multi-agent architecture, featuring a novel oriented message hypergraph coordinated by a central task manager, to efficiently organize agents across research and development squads. \nBesides, we introduce a novel hypergraph cache system to advance the multi-agent collaboration process that enables efficient automated data collection and mitigates the token cost issues prevalent in existing LLM-based systems. \nMoreover, we introduce Instruct2DS, a new benchmark dataset supporting live data collection from web sources across three domains: academic, finance, and sports. \nComprehensive evaluations over Instruct2DS and three existing benchmark datasets demonstrate AutoData's superior performance compared to baseline methods.\nCase studies on challenging tasks such as picture book collection and paper extraction from surveys further validate its applicability.""}",https://openreview.net{'value': '/pdf/066a04337fe56fee38b21d8e6b2366fac00856f4.pdf'},{'title_filter': 'Agent'},NeurIPS.cc,2025,Conference
https://openreview.net/forum?id=x1wZoyS0rC,{'value': 'SceneWeaver: All-in-One 3D Scene Synthesis with an Extensible and Self-Reflective Agent'},Yandan Yang; Baoxiong Jia; Shujie Zhang; Siyuan Huang,~Yandan_Yang1; ~Baoxiong_Jia1; ~Shujie_Zhang4; ~Siyuan_Huang2,"{'value': ['3D Scene Synthesis', 'Reflective Agents']}","{'value': 'Indoor scene synthesis has become increasingly important with the rise of Embodied AI, which requires 3D environments that are not only visually realistic but also physically plausible and functionally diverse. While recent approaches have advanced visual fidelity, they often remain constrained to fixed scene categories, lack sufficient object-level detail and physical consistency, and struggle to align with complex user instructions. In this work, we present SceneWeaver, a reflective agentic framework that unifies diverse scene synthesis paradigms through tool-based iterative refinement. At its core, SceneWeaver employs a language model-based planner to select from a suite of extensible scene generation tools, ranging from data-driven generative models to visual- and LLM-based methods, guided by self-evaluation of physical plausibility, visual realism, and semantic alignment with user input. This closed-loop reason-act-reflect design enables the agent to identify semantic inconsistencies, invoke targeted tools, and update the environment over successive iterations. Extensive experiments on both common and open-vocabulary room types demonstrate that \\model not only outperforms prior methods on physical, visual, and semantic metrics, but also generalizes effectively to complex scenes with diverse instructions, marking a step toward general-purpose 3D environment generation.'}",https://openreview.net{'value': '/pdf/cc7e3c42e7880c5e04ae7e7bc988371ea51d7ee1.pdf'},{'title_filter': 'Agent'},NeurIPS.cc,2025,Conference
https://openreview.net/forum?id=wryhlhA8QI,{'value': 'Emergent Risk Awareness in Rational Agents under Resource Constraints'},Daniel Jarne Ornia; Nicholas George Bishop; Joel Dyer; Wei-Chen Lee; Ani Calinescu; J. Doyne Farmer; Michael J. Wooldridge,~Daniel_Jarne_Ornia1; ~Nicholas_George_Bishop1; ~Joel_Dyer1; ~Wei-Chen_Lee1; ~Ani_Calinescu1; ~J._Doyne_Farmer1; ~Michael_J._Wooldridge1,"{'value': ['Decision Making', 'Alignment', 'Interpretability', 'Planning']}","{'value': 'Advanced reasoning models with agentic capabilities (AI agents) are deployed to interact with humans and to solve sequential decision‑making problems under (often approximate) utility functions and internal models. When such problems have resource or failure constraints where action sequences may be forcibly terminated once resources are exhausted, agents face implicit trade‑offs that reshape their utility-driven (rational) behaviour. Additionally, since these agents are typically commissioned by a human principal to act on their behalf, asymmetries in constraint exposure can give rise to previously unanticipated misalignment between human objectives and agent incentives. We formalise this setting through a survival bandit framework, provide theoretical and empirical results that quantify the impact of survival‑driven preference shifts, identify conditions under which misalignment emerges and propose mechanisms to mitigate the emergence of risk-seeking or risk-averse behaviours. As a result, this work aims to increase understanding and interpretability of emergent behaviours of AI agents operating under such survival pressure, and offer guidelines for safely deploying such AI systems in critical resource‑limited environments.'}",https://openreview.net{'value': '/pdf/b721f93c521d624000a1eedbe25a30f679087e56.pdf'},{'title_filter': 'Agent'},NeurIPS.cc,2025,Conference
https://openreview.net/forum?id=wn3VBRz5GK,{'value': 'Many LLMs Are More Utilitarian Than One'},Anita Keshmirian; Razan Baltaji; Babak Hemmatian; Hadi Asghari; Lav R. Varshney,~Anita_Keshmirian2; ~Razan_Baltaji2; ~Babak_Hemmatian1; ~Hadi_Asghari1; ~Lav_R._Varshney1,"{'value': ['multi-agent systems', 'group moral reasoning', 'collective moral judgement', 'ethical alignment', 'AI ethics', 'emergent behavior', 'large language models']}","{'value': ""Moral judgment is integral to large language models' (LLMs) social reasoning. As multi-agent systems gain prominence, it becomes crucial to understand how LLMs function when collaborating compared to operating as individual agents. In human moral judgment, group deliberation leads to a Utilitarian Boost: a tendency to endorse norm violations that inflict harm but maximize benefits for the greatest number of people. We study whether a similar dynamic emerges in multi-agent LLM systems. We test six models on well-established sets of moral dilemmas across two conditions: (1) Solo, where models reason independently, and (2) Group, where they engage in multi-turn discussions in pairs or triads. In personal dilemmas, where agents decide whether to directly harm an individual for the benefit of others, all models rated moral violations as more acceptable when part of a group, demonstrating a Utilitarian Boost similar to that observed in humans. However, the mechanism for the boost in LLMs differed: While humans in groups become more utilitarian due to heightened sensitivity to decision outcomes, LLM groups showed diverse profiles, for example, reduced sensitivity to norms or enhanced impartiality. We report model differences in when and how strongly the boost manifests. We also discuss prompt and agent compositions that enhance or mitigate the effect. We end with a discussion of the implications for AI alignment, multi-agent design, and artificial moral reasoning. Code available at: https://github.com/baltaci-r/MoralAgents""}",https://openreview.net{'value': '/pdf/11ffe64728aca47ad87dbc980cf2ab76b2b81aa3.pdf'},{'abstract_filter': 'Agent'},NeurIPS.cc,2025,Conference
