forum,title,abstract,keywords,authors,pdf,conference,year,venue,original_file,gpt_relevant,gpt_confidence,gpt_relevance_score,gpt_reasoning,gpt_key_aspects
https://openreview.net/forum?id=o7qhUMylLU,Sample-Efficient Multi-Agent RL: An Optimization Perspective,"We study multi-agent reinforcement learning (MARL) for the general-sum Markov Games (MGs) under general function approximation. 
    In order to find the minimum assumption for sample-efficient learning, we introduce a novel complexity measure called the Multi-Agent Decoupling Coefficient (MADC) for general-sum MGs. Using this measure, we propose the first unified algorithmic framework that ensures sample efficiency in learning Nash Equilibrium, Coarse Correlated Equilibrium, and Correlated Equilibrium for both model-based and model-free MARL problems with low MADC. We also show that our algorithm provides comparable sublinear regret to the existing works. Moreover, our algorithm combines an equilibrium-solving oracle with a single objective optimization subprocedure that solves for the regularized payoff of each deterministic joint policy, which avoids solving constrained optimization problems within data-dependent constraints (Jin et al. 2020; Wang et al. 2023) or executing sampling procedures with complex multi-objective optimization problems (Foster et al. 2023), thus being more amenable to empirical implementation.","['multi-agent reinforcement learning', 'theory', 'general function approximation', 'general-sum Markov Games']",,https://openreview.net{'value': '/pdf/fe5b0154a5ddbf71df6a0cd9077a345a6fa6065c.pdf'},ICLR,2024,ICLR.cc,data/ICLR/2024/papers.csv,False,0.8,4,"While the paper discusses multi-agent reinforcement learning (MARL) and introduces a novel algorithmic framework for sample-efficient learning, it does not explicitly address data synthesis, synthetic data generation, or the use of simulated environments. The focus is primarily on theoretical aspects and optimization rather than on the synthesis of data for training agents.","multi-agent reinforcement learning, sample efficiency, theoretical framework"
https://openreview.net/forum?id=mM7VurbA4r,SOTOPIA: Interactive Evaluation for Social Intelligence in Language Agents,"{'value': ""*Humans are social beings*; we pursue social goals in our daily interactions, which is a crucial aspect of social intelligence. Yet, AI systems' abilities in this realm remain elusive. We present SOTOPIA, an open-ended environment to simulate complex social interactions between artificial agents and evaluate their social intelligence. In our environment, agents role-play and *interact* under a wide variety of scenarios; they coordinate, collaborate, exchange, and compete with each other to achieve complex social goals. We simulate the role-play interaction between LLM-based agents and humans within this task space and evaluate their performance with a holistic evaluation framework called SOTOPIA-Eval. With SOTOPIA, we find significant differences between these models in terms of their social intelligence, and we identify a subset of SOTOPIA scenarios, SOTOPIA-hard, that is generally challenging for all models. We find that on this subset, GPT-4 achieves a significantly lower goal completion rate than humans and struggles to exhibit social commonsense reasoning and strategic communication skills. These findings demonstrate SOTOPIA's promise as a general platform for research on evaluating and improving social intelligence in artificial agents.""}","['Social', 'Interaction', 'Agent', 'Social intelligence', 'Large Language Models', 'Evaluation', 'Theory of Mind']",,https://openreview.net{'value': '/pdf/6aece1f9088fc415196df5830f1ca62e6dbf37d3.pdf'},ICLR,2024,ICLR.cc,data/ICLR/2024/papers.csv,False,0.8,4,"While the paper discusses agents and their interactions in a social context, it does not focus on data synthesis or synthetic data generation techniques. The primary emphasis is on evaluating social intelligence rather than on learning from synthetic data or using synthetic data for training agents.","Social intelligence, Agent interactions, Evaluation framework"
https://openreview.net/forum?id=hNhwSmtXRh,Lemur: Harmonizing Natural Language and Code for Language Agents,"We introduce Lemur and Lemur-Chat, openly accessible language models optimized
for both natural language and coding capabilities to serve as the backbone
of versatile language agents. The evolution from language chat models to
functional language agents demands that models not only master human interaction,
reasoning, and planning but also ensure grounding in the relevant environments.
This calls for a harmonious blend of language and coding capabilities
in the models. Lemur and Lemur-Chat are proposed to address this necessity,
demonstrating balanced proficiencies in both domains, unlike existing
open-source models that tend to specialize in either. Through meticulous pretraining
using a code-intensive corpus and instruction fine-tuning on text and code
data, our models achieve state-of-the-art averaged performance across diverse
text and coding benchmarks. Comprehensive experiments demonstrate Lemur’s
superiority over existing open-source models and its proficiency across various
agent tasks involving human communication, tool usage, and interaction under
fully- and partially- observable environments. The harmonization between natural
and programming languages enables Lemur-Chat to significantly narrow the
gap with proprietary models on agent abilities, providing key insights into developing
advanced open-source agents adept at reasoning, planning, and operating
seamlessly across environments. Our model and code have been open-sourced at
https://github.com/OpenLemur/Lemur.","['large language model', 'agent', 'code generation', 'reasoning', 'decision making']",,https://openreview.net{'value': '/pdf/8ef62990871ebf2cac77dc6ea498085f167f070a.pdf'},ICLR,2024,ICLR.cc,data/ICLR/2024/papers.csv,False,0.8,4,"While the paper discusses language agents and their capabilities, it does not focus on data synthesis or synthetic data generation techniques. The emphasis is on harmonizing natural language and coding for agent tasks rather than on how synthetic data is used to enhance agent learning. Therefore, it does not align closely with the survey's scope.",
https://openreview.net/forum?id=Z59Rb5bPPP,Trajeglish: Traffic Modeling as Next-Token Prediction,"A longstanding challenge for self-driving development is simulating dynamic driving scenarios seeded from recorded driving logs. In pursuit of this functionality, we apply tools from discrete sequence modeling to model how vehicles, pedestrians and cyclists interact in driving scenarios. Using a simple data-driven tokenization scheme, we discretize trajectories to centimeter-level resolution using a small vocabulary. We then model the multi-agent sequence of discrete motion tokens with a GPT-like encoder-decoder that is autoregressive in time and takes into account intra-timestep interaction between agents. Scenarios sampled from our model exhibit state-of-the-art realism; our model tops the Waymo Sim Agents Benchmark, surpassing prior work along the realism meta metric by 3.3% and along the interaction metric by 9.9%. We ablate our modeling choices in full autonomy and partial autonomy settings, and show that the representations learned by our model can quickly be adapted to improve performance on nuScenes. We additionally evaluate the scalability of our model with respect to parameter count and dataset size, and use density estimates from our model to quantify the saliency of context length and intra-timestep interaction for the traffic modeling task.","['self-driving', 'traffic modeling', 'autonomous vehicles', 'simulation', 'motion prediction', 'transformer']",,https://openreview.net{'value': '/pdf/6a1754e5443464338e361380403b4fec2f5d94b2.pdf'},ICLR,2024,ICLR.cc,data/ICLR/2024/papers.csv,True,0.85,8,"The paper discusses traffic modeling for self-driving vehicles, which involves multi-agent interactions and the generation of synthetic scenarios for training autonomous agents. It utilizes a data-driven approach to synthesize realistic driving scenarios, aligning well with the survey's focus on agent learning with synthetic data.","multi-agent systems, synthetic scenario generation, autonomous agents, data-driven modeling, improving agent performance"
https://openreview.net/forum?id=W3VsHuga3j,Modeling Boundedly Rational Agents with Latent Inference Budgets,"We study the problem of modeling a population of agents pursuing unknown goals subject to unknown computational constraints. In standard models of bounded rationality, sub-optimal decision-making is simulated by adding homoscedastic noise to optimal decisions rather than actually simulating constrained inference. In this work, we introduce a latent inference budget model (L-IBM) that models these constraints explicitly, via a latent variable (inferred jointly with a model of agents’ goals) that controls the runtime of an iterative inference algorithm. L-IBMs make it possible to learn agent models using data from diverse populations of suboptimal actors. In three modeling tasks—inferring navigation goals from routes, inferring communicative intents from human utterances, and predicting next moves in human chess games—we show that L-IBMs match or outperforms Boltzmann models of decision-making under uncertainty. Moreover, the inferred inference budgets are themselves meaningful, efficient to compute, and correlated with measures of player skill, partner skill and task difficulty.","['neurosymbolic', 'planning', 'rationality']",,https://openreview.net{'value': '/pdf/b6fcabc7a4521fa9b8ff72f6d09fbafc1e118951.pdf'},ICLR,2024,ICLR.cc,data/ICLR/2024/papers.csv,False,0.8,3,"While the paper discusses modeling agents and their decision-making processes, it does not explicitly involve data synthesis or synthetic data generation techniques. The focus is on bounded rationality and inference budgets rather than on training agents with synthetic data or improving agent performance through data synthesis.","bounded rationality, agent modeling, inference budgets"
https://openreview.net/forum?id=VtmBAGCN7o,MetaGPT: Meta Programming for A Multi-Agent Collaborative Framework,"Recently, remarkable progress has been made on automated problem solving through societies of agents based on large language models (LLMs). Previous LLM-based multi-agent systems can already solve simple dialogue tasks. More complex tasks, however, face challenges through logic inconsistencies due to cascading hallucinations caused by naively chaining LLMs. Here we introduce MetaGPT, an innovative meta-programming framework incorporating efficient human workflows into LLM-based multi-agent collaborations. MetaGPT encodes Standardized Operating Procedures (SOPs) into prompt sequences for more streamlined workflows, thus allowing agents with human-like domain expertise to verify intermediate results and reduce errors.  MetaGPT utilizes an assembly line paradigm to assign diverse roles to various agents, efficiently breaking down complex tasks into subtasks involving many agents working together.  On collaborative software engineering benchmarks, MetaGPT generates more coherent solutions than previous chat-based multi-agent systems.","['Autonomous Agent', 'Meta Programming', 'Multi-Agent Society', 'Group Intelligence']",,https://openreview.net{'value': '/pdf/474fc6dad3bd9bf7fdb97c7cd72b2cc0649a9647.pdf'},ICLR,2024,ICLR.cc,data/ICLR/2024/papers.csv,False,0.8,3,"While the paper discusses a multi-agent system and the collaboration of agents, it does not focus on data synthesis, synthetic data generation, or the use of simulated environments for training agents. The emphasis is on improving workflows and coherence in task execution rather than on learning from synthetic data or enhancing agent performance through data synthesis techniques.","Multi-Agent Society, Collaboration, Task Decomposition"
https://openreview.net/forum?id=UBVNwD3hPN,CivRealm: A Learning and Reasoning Odyssey in Civilization for Decision-Making Agents,"The generalization of decision-making agents encompasses two fundamental elements: learning from past experiences and reasoning in novel contexts. However, the predominant emphasis in most interactive environments is on learning, often at the expense of complexity in reasoning. In this paper, we introduce CivRealm, an environment inspired by the Civilization game. Civilization’s profound alignment with human society requires sophisticated learning and prior knowledge, while its ever-changing space and action space demand robust reasoning for generalization. Particularly, CivRealm sets up an imperfect-information general-sum game with a changing number of players; it presents a plethora of complex features, challenging the agent to deal with open-ended stochastic environments that require diplomacy and negotiation skills. Within CivRealm, we provide interfaces for two typical agent types: tensor-based agents that focus on learning, and language-based agents that emphasize reasoning. To catalyze further research, we present initial results for both paradigms. The canonical RL-based agents exhibit reasonable performance in mini-games, whereas both RL- and LLM-based agents struggle to make substantial progress in the full game. Overall, CivRealm stands as a unique learning and reasoning challenge for decision-making agents. The code is available at https://github.com/bigai-ai/civrealm.","['Interactive Environments', 'Benchmark', 'Reinforcement Learning', 'Language Agent', 'Multi-agent']",,https://openreview.net{'value': '/pdf/8e9b4884f752883a17e58942608d9cc769610a01.pdf'},ICLR,2024,ICLR.cc,data/ICLR/2024/papers.csv,False,0.8,4,"While the paper discusses decision-making agents and their learning and reasoning capabilities in a complex environment, it does not explicitly focus on data synthesis or synthetic data generation techniques. The emphasis is more on the learning and reasoning aspects of agents rather than on utilizing synthetic data for training or performance improvement.","Decision-making agents, Reinforcement learning, Multi-agent systems"
https://openreview.net/forum?id=Ts95eXsPBc,Spatially-Aware Transformers for Embodied Agents,"Episodic memory plays a crucial role in various cognitive processes, such as the ability to mentally recall past events. While cognitive science emphasizes the significance of spatial context in the formation and retrieval of episodic memory, the current primary approach to implementing episodic memory in AI systems is through transformers that store temporally ordered experiences, which overlooks the spatial dimension. As a result, it is unclear how the underlying structure could be extended to incorporate the spatial axis beyond temporal order alone and thereby what benefits can be obtained. To address this, this paper explores the use of Spatially-Aware Transformer models that incorporate spatial information. These models enable the creation of place-centric episodic memory that considers both temporal and spatial dimensions. Adopting this approach, we demonstrate that memory utilization efficiency can be improved, leading to enhanced accuracy in various place-centric downstream tasks. Additionally, we propose the Adaptive Memory Allocator, a memory management method based on reinforcement learning that aims to optimize efficiency of memory utilization. Our experiments demonstrate the advantages of our proposed model in various environments and across multiple downstream tasks, including prediction, generation, reasoning, and reinforcement learning. The source code for our models and experiments will be available at \href{https://github.com/spatially_aware_transformer}{https://github.com/spatially_aware_transformer}.","['Episodic Memory', 'Spatial Inference', 'Prediction', 'Generation', 'Reinforcement Learning']",,https://openreview.net{'value': '/pdf/1dc0ff45874e872749597c38bcfc2df0fa7ed0d6.pdf'},ICLR,2024,ICLR.cc,data/ICLR/2024/papers.csv,False,0.8,4,"While the paper discusses reinforcement learning and episodic memory in the context of agents, it does not focus on data synthesis or synthetic data generation techniques. The primary emphasis is on improving memory utilization and spatial awareness rather than on utilizing synthetic data for training agents.","Reinforcement Learning, Episodic Memory, Spatial Awareness"
https://openreview.net/forum?id=SBoRhRCzM3,THOUGHT PROPAGATION: AN ANALOGICAL APPROACH TO COMPLEX REASONING WITH LARGE LANGUAGE MODELS,"Large Language Models (LLMs) have achieved remarkable success in reasoning tasks with the development of prompting methods. 
However, existing prompting approaches cannot reuse insights of solving similar problems and suffer from accumulated errors in multi-step reasoning, since they prompt LLMs to reason \textit{from scratch}.
To address these issues, we propose \textbf{\textit{Thought Propagation} (TP)}, which explores the analogous problems and leverages their solutions to enhance the complex reasoning ability of LLMs.
These analogous problems are related to the input one, with reusable solutions and problem-solving strategies.
Thus, it is promising to propagate insights of solving previous analogous problems to inspire new problem-solving. 
To achieve this, TP first prompts LLMs to propose and solve a set of analogous problems that are related to the input one. 
Then, TP reuses the results of analogous problems to directly yield a new solution or derive a knowledge-intensive plan for execution to amend the initial solution obtained from scratch.
TP is compatible with existing prompting approaches, allowing plug-and-play generalization and enhancement in a wide range of tasks without much labor in task-specific prompt engineering. 
Experiments across three challenging tasks demonstrate TP enjoys a substantial improvement over the baselines by an average of 12\% absolute increase in finding the optimal solutions in Shortest-path Reasoning, 13\% improvement of human preference in Creative Writing, and 15\% enhancement in the task completion rate of LLM-Agent Planning.","['LLM Complex Reasoning', 'Language Model Reasoning']",,https://openreview.net{'value': '/pdf/1cddcaa3f523f7ad1c9aea87d5180f2d173e4bb8.pdf'},ICLR,2024,ICLR.cc,data/ICLR/2024/papers.csv,False,0.9,2,"The paper focuses on enhancing reasoning capabilities of Large Language Models (LLMs) through an approach called Thought Propagation, which does not involve agent learning methods or synthetic data generation techniques relevant to the survey scope. While it discusses problem-solving strategies, it does not address reinforcement learning, multi-agent systems, or data synthesis in the context of agent training.",
https://openreview.net/forum?id=S2oTVrlcp3,SmartPlay : A Benchmark for LLMs as Intelligent Agents,"{'value': ""Recent large language models (LLMs) have demonstrated great potential toward intelligent agents and next-gen automation, but there currently lacks a systematic benchmark for evaluating LLMs' abilities as agents. We introduce SmartPlay: both a challenging benchmark and a methodology for evaluating LLMs as agents. SmartPlay consists of 6 different games, including Rock-Paper-Scissors, Tower of Hanoi, Minecraft. Each game features a unique setting, providing up to 20 evaluation settings and infinite environment variations. Each game in SmartPlay uniquely challenges a subset of 9 important capabilities of an intelligent LLM agent, including reasoning with object dependencies, planning ahead, spatial reasoning, learning from history, and understanding randomness. The distinction between the set of capabilities each game test allows us to analyze each capability separately.\nSmartPlay serves not only as a rigorous testing ground for evaluating the overall performance of LLM agents but also as a road-map for identifying gaps in current methodologies. \nWe release our benchmark at https://github.com/microsoft/SmartPlay""}",['Large Language Models'],,https://openreview.net{'value': '/pdf/f84669704e333d9a0d57f5fd1dfd011b03109021.pdf'},ICLR,2024,ICLR.cc,data/ICLR/2024/papers.csv,False,0.8,4,"While the paper discusses intelligent agents and evaluates their capabilities through a benchmark, it does not focus on data synthesis or synthetic data generation techniques. The primary emphasis is on evaluating large language models (LLMs) as agents rather than on methods that utilize synthetic data for training or improving agent performance.","intelligent agents, benchmarking, evaluation of capabilities"
https://openreview.net/forum?id=Qox9rO0kN0,Learning Multi-Agent Communication from Graph Modeling Perspective,"In numerous artificial intelligence applications, the collaborative efforts of multiple intelligent agents are imperative for the successful attainment of target objectives. To enhance coordination among these agents, a distributed communication framework is often employed. However, information sharing among all agents proves to be resource-intensive, while the adoption of a manually pre-defined communication architecture imposes limitations on inter-agent communication, thereby constraining the potential for collaborative efforts. In this study, we introduce a novel approach wherein we conceptualize the communication architecture among agents as a learnable graph. We formulate this problem as the task of determining the communication graph while enabling the architecture parameters to update normally, thus necessitating a bi-level optimization process. Utilizing continuous relaxation of the graph representation and incorporating attention units, our proposed approach, CommFormer, efficiently optimizes the communication graph and concurrently refines architectural parameters through gradient descent in an end-to-end manner. Extensive experiments on a variety of cooperative tasks substantiate the robustness of our model across diverse cooperative scenarios, where agents are able to develop more coordinated and sophisticated strategies regardless of changes in the number of agents.","['communication learning', 'multi-agent reinforcement learning']",,https://openreview.net{'value': '/pdf/b18ae005fc01451473ec4301d9802e5267831053.pdf'},ICLR,2024,ICLR.cc,data/ICLR/2024/papers.csv,False,0.8,4,"While the paper discusses multi-agent systems and communication learning, it does not explicitly involve data synthesis, synthetic data generation, or simulated data. The focus is on optimizing communication among agents rather than on the use of synthetic data for training or improving agent performance.","multi-agent systems, communication learning, cooperative tasks"
https://openreview.net/forum?id=NltzxpG0nz,Steve-Eye: Equipping LLM-based Embodied Agents with Visual Perception in Open Worlds,"{'value': ""Recent studies have presented compelling evidence that large language models (LLMs) can equip embodied agents with the self-driven capability to interact with the world, which marks an initial step toward versatile robotics. However, these efforts tend to overlook the visual richness of open worlds, rendering the entire interactive process akin to ``a blindfolded text-based game.'' Consequently, LLM-based agents frequently encounter challenges in intuitively comprehending their surroundings and producing responses that are easy to understand. In this paper, we propose Steve-Eye, an end-to-end trained large multimodal model to address this limitation. Steve-Eye integrates the LLM with a visual encoder to process visual-text inputs and generate multimodal feedback. We adopt a semi-automatic strategy to collect an extensive dataset comprising 850K open-world instruction pairs, enabling our model to encompass three essential functions for an agent: multimodal perception, foundational knowledge base, and skill prediction and planning. Lastly, we develop three open-world evaluation benchmarks and carry out experiments from a wide range of perspectives to validate our model's capability to strategically act and plan. The project’s website and code can be found at https://sites.google.com/view/steve-eye.""}","['large multimodal pre-training', 'open-world embodied agent', 'large language model']",,https://openreview.net{'value': '/pdf/a46ce05ff44a87fada32b918f094df26df3d2f07.pdf'},ICLR,2024,ICLR.cc,data/ICLR/2024/papers.csv,False,0.8,4,"While the paper discusses embodied agents and their interaction with the environment, it primarily focuses on integrating large language models with visual perception rather than on agent learning methods that utilize data synthesis techniques. The dataset mentioned is collected semi-automatically, but it does not explicitly involve synthetic data generation or augmentation techniques relevant to the survey topic.","embodied agents, visual perception, large language models"
https://openreview.net/forum?id=MCNqgUFTHI,Plug-and-Play Policy Planner for Large Language Model Powered Dialogue Agents,"Proactive dialogues serve as a practical yet challenging dialogue problem in the era of large language models (LLMs), where the dialogue policy planning is the key to improving the proactivity of LLMs. Most existing studies enable the dialogue policy planning of LLMs using various prompting schemes or iteratively enhance this capability in handling the given case with verbal AI feedback. However, these approaches are either bounded by the policy planning capability of the frozen LLMs or hard to be transferred to new cases. In this work, we introduce a new dialogue policy planning paradigm to strategize LLMs for proactive dialogue problems with a tunable language model plug-in as a plug-and-play dialogue policy planner, named PPDPP. Specifically, we develop a novel training framework to facilitate supervised fine-tuning over available human-annotated data as well as reinforcement learning from goal-oriented AI feedback with dynamic interaction data collected by the LLM-based self-play simulation. In this manner, the LLM-powered dialogue agent can not only be generalized to different cases after the training, but also be applicable to different applications by just substituting the learned plug-in. In addition, we propose to evaluate the policy planning capability of dialogue systems under the interactive setting. Experimental results demonstrate that PPDPP consistently and substantially outperforms existing approaches on three different proactive dialogue applications, including negotiation, emotional support, and tutoring dialogues.","['Dialogue Policy Planning', 'Proactive Dialogue', 'Large Language Model']",,https://openreview.net{'value': '/pdf/30c7e22635f23140a4f37883885b6e80b5f7c750.pdf'},ICLR,2024,ICLR.cc,data/ICLR/2024/papers.csv,False,0.8,3,"While the paper discusses a dialogue agent and involves reinforcement learning from goal-oriented AI feedback, it primarily focuses on dialogue policy planning and does not explicitly address data synthesis or synthetic data generation techniques. The connection to synthetic data is weak, as the self-play simulation mentioned does not clearly align with the survey's focus on synthetic data for training agents.","Dialogue Policy Planning, Reinforcement Learning, Large Language Model"
https://openreview.net/forum?id=M6XWoEdmwf,AMAGO: Scalable In-Context Reinforcement Learning for Adaptive Agents,"{'value': ""We introduce AMAGO, an in-context Reinforcement Learning (RL) agent that uses sequence models to tackle the challenges of generalization, long-term memory, and meta-learning. Recent works have shown that off-policy learning can make in-context RL with recurrent policies viable. Nonetheless, these approaches require extensive tuning and limit scalability by creating key bottlenecks in agents' memory capacity, planning horizon, and model size. AMAGO revisits and redesigns the off-policy in-context approach to successfully train long-sequence Transformers over entire rollouts in parallel with end-to-end RL. Our agent is scalable and applicable to a wide range of problems, and we demonstrate its strong performance empirically in meta-RL and long-term memory domains. AMAGO's focus on sparse rewards and off-policy data also allows in-context learning to extend to goal-conditioned problems with challenging exploration. When combined with a multi-goal hindsight relabeling scheme, AMAGO can solve a previously difficult category of open-world domains, where agents complete many possible instructions in procedurally generated environments.""}","['Meta-RL', 'Generalization', 'Long-Term Memory', 'Transformers']",,https://openreview.net{'value': '/pdf/6ffd1eb5dc0bd2b144d5d0309763b3ed5e114e8b.pdf'},ICLR,2024,ICLR.cc,data/ICLR/2024/papers.csv,False,0.8,4,"While the paper discusses an RL agent (AMAGO) and addresses challenges in reinforcement learning, it does not explicitly mention the use of synthetic data or data synthesis techniques. The focus is more on improving the agent's learning capabilities and handling sparse rewards rather than utilizing synthetic data for training or performance enhancement.","Reinforcement Learning, Meta-RL, Generalization, Long-Term Memory"
https://openreview.net/forum?id=LjivA1SLZ6,Efficient Episodic Memory Utilization of Cooperative Multi-Agent Reinforcement Learning,"In cooperative multi-agent reinforcement learning (MARL), agents aim to achieve a common goal, such as defeating enemies or scoring a goal. Existing MARL algorithms are effective but still require significant learning time and often get trapped in local optima by complex tasks, subsequently failing to discover a goal-reaching policy. To address this, we introduce Efficient episodic Memory Utilization (EMU) for MARL, with two primary objectives: (a) accelerating reinforcement learning by leveraging semantically coherent memory from an episodic buffer and (b) selectively promoting desirable transitions to prevent local convergence. To achieve (a), EMU incorporates a trainable encoder/decoder structure alongside MARL, creating coherent memory embeddings that facilitate exploratory memory recall. To achieve (b), EMU introduces a novel reward structure called episodic incentive based on the desirability of states. This reward improves the TD target in Q-learning and acts as an additional incentive for desirable transitions. We provide theoretical support for the proposed incentive and demonstrate the effectiveness of EMU compared to conventional episodic control. The proposed method is evaluated in StarCraft II and Google Research Football, and empirical results indicate further performance improvement over state-of-the-art methods.","['Multi-agent reinforcement learning', 'episodic control', 'episodic incentive', 'state embedding']",,https://openreview.net{'value': '/pdf/8b2d5ac5539754d00bf99458a60c63157c74fbdb.pdf'},ICLR,2024,ICLR.cc,data/ICLR/2024/papers.csv,False,0.8,4,"While the paper discusses cooperative multi-agent reinforcement learning and introduces a method to improve learning efficiency, it does not explicitly involve data synthesis or synthetic data generation techniques. The focus is on memory utilization and reward structures rather than on generating or using synthetic data for training agents.","multi-agent reinforcement learning, episodic memory, reward structure"
https://openreview.net/forum?id=KOZu91CzbK,Retroformer: Retrospective Large Language Agents with Policy Gradient Optimization,"Recent months have seen the emergence of a powerful new trend in which large language models (LLMs) are augmented to become autonomous language agents capable of performing objective oriented multi-step tasks on their own, rather than merely responding to queries from human users. Most existing language agents, however, are not optimized using environment-specific rewards. Although some agents enable iterative refinement through verbal feedback, they do not reason and plan in ways that are compatible with gradient-based learning from rewards. This paper introduces a principled framework for reinforcing large language agents by learning a retrospective model, which automatically tunes the language agent prompts from environment feedback through policy gradient. Specifically, our proposed agent architecture learns from rewards across multiple environments and tasks, for fine-tuning a pre-trained language model which refines the language agent prompt by summarizing the root cause of prior failed attempts and proposing action plans. Experimental results on various tasks demonstrate that the language agents improve over time and that our approach considerably outperforms baselines that do not properly leverage gradients from the environment.","['Language Agent', 'AI Agent', 'Reinforcement Learning']",,https://openreview.net{'value': '/pdf/d02f39256b41ec50ca8cd3a5b136065bc7a4caae.pdf'},ICLR,2024,ICLR.cc,data/ICLR/2024/papers.csv,False,0.8,4,"While the paper discusses reinforcement learning in the context of language agents and involves learning from environment feedback, it does not explicitly address data synthesis or synthetic data generation techniques. The focus is more on optimizing language agents through policy gradient methods rather than on the synthesis of data for training agents.","Reinforcement Learning, Language Agents, Policy Gradient Optimization"
https://openreview.net/forum?id=GEcwtMk1uA,Identifying the Risks of LM Agents with an LM-Emulated Sandbox,"Recent advances in Language Model (LM) agents and tool use, exemplified by applications like ChatGPT Plugins, enable a rich set of capabilities but also amplify potential risks—such as leaking private data or causing financial losses. Identifying these risks is labor-intensive, necessitating implementing the tools, setting up the environment for each test scenario manually, and finding risky cases. As tools and agents become more complex, the high cost of testing these agents will make it increasingly difficult to find high-stakes, long-tail risks. To address these challenges, we introduce ToolEmu: a framework that uses an LM to emulate tool execution and enables scalable testing of LM agents against a diverse range of tools and scenarios. Alongside the emulator, we develop an LM-based automatic safety evaluator that examines agent failures and quantifies associated risks. We test both the tool emulator and evaluator through human evaluation and find that 68.8% of failures identified with ToolEmu would be valid real-world agent failures. Using our curated initial benchmark consisting of 36 high-stakes toolkits and 144 test cases, we provide a quantitative risk analysis of current LM agents and identify numerous failures with potentially severe outcomes. Notably, even the safest LM agent exhibits such failures 23.9% of the time according to our evaluator, underscoring the need to develop safer LM agents for real-world deployment.","['Language Model Agent', 'Tool Use', 'Evaluation', 'Safety', 'Language Model']",,https://openreview.net{'value': '/pdf/d1601f78407737fc216de9e6ec0085038f8c885f.pdf'},ICLR,2024,ICLR.cc,data/ICLR/2024/papers.csv,False,0.8,3,"While the paper discusses Language Model agents and their evaluation in a sandbox environment, it does not focus on data synthesis or synthetic data generation techniques relevant to agent learning. The primary emphasis is on risk identification and safety evaluation rather than on methods of training agents using synthetic data.",
https://openreview.net/forum?id=FQepisCUWu,ChatEval: Towards Better LLM-based Evaluators through Multi-Agent Debate,"{'value': ""Text evaluation has historically posed significant challenges, often demanding substantial labor and time cost. With the emergence of large language models (LLMs), researchers have explored LLMs' potential as alternatives for human evaluation. While these single-agent-based approaches show promise, experimental results suggest that further advancements are needed to bridge the gap between their current effectiveness and human-level evaluation quality.\nRecognizing that best practices of human evaluation processes often involve multiple human annotators collaborating in the evaluation, we resort to a multi-agent debate framework, moving beyond single-agent prompting strategies.\nIn this paper, we construct a multi-agent referee team called $\\textbf{ChatEval}$ to autonomously discuss and evaluate the quality of different texts. \nOur experiments on two benchmarks illustrate that ChatEval delivers superior accuracy and correlation in alignment with human assessment. Furthermore, we find that the diverse role prompts (different personas) are essential in the multi-agent debate process; that is, utilizing the same role description in the prompts can lead to a degradation in performance. Our qualitative analysis also shows that ChatEval transcends mere textual scoring, offering a human-mimicking evaluation process for reliable assessments.""}","['Large Language Model', 'Multi-Agent Debate', 'LLM evaluators']",,https://openreview.net{'value': '/pdf/6950b70dde4f8d7425424dce9cc4063f505b2194.pdf'},ICLR,2024,ICLR.cc,data/ICLR/2024/papers.csv,False,0.8,4,"While the paper discusses a multi-agent system (ChatEval) for text evaluation, it does not focus on agent learning methods that utilize data synthesis techniques. The primary focus is on evaluating text quality rather than training agents with synthetic data or improving agent performance through data synthesis. There is no clear connection to the specific themes of agent learning with synthetic data generation or augmentation techniques.",
https://openreview.net/forum?id=EpVe8jAjdx,Privileged Sensing Scaffolds Reinforcement Learning,"We need to look at our shoelaces as we first learn to tie them but having mastered this skill, can do it from touch alone. We call this phenomenon “sensory scaffolding”: observation streams that are not needed by a master might yet aid a novice learner. We consider such sensory scaffolding setups for training artificial agents. For example, a robot arm may need to be deployed with just a low-cost, robust, general-purpose camera; yet its performance may improve by having privileged training-time-only access to informative albeit expensive and unwieldy motion capture rigs or fragile tactile sensors. For these settings, we propose “Scaffolder”, a reinforcement learning approach which effectively exploits privileged sensing in critics, world models, reward estimators, and other such auxiliary components that are only used at training time, to improve the target policy. For evaluating sensory scaffolding agents, we design a new “S3” suite of ten diverse simulated robotic tasks that explore a wide range of practical sensor setups. Agents must use privileged camera sensing to train blind hurdlers, privileged active visual perception to help robot arms overcome visual occlusions, privileged touch sensors to train robot hands, and more. Scaffolder easily outperforms relevant prior baselines and frequently performs comparably even to policies that have test-time access to the privileged sensors. Website: https://penn-pal-lab.github.io/scaffolder/","['reinforcement learning', 'model-based reinforcement learning', 'world models', 'robotics', 'privileged information', 'asymmetric learning', 'multimodality', 'perception', 'sensing']",,https://openreview.net{'value': '/pdf/8ab7ec56b6e56ac45ce2b68e95b277283dbb8377.pdf'},ICLR,2024,ICLR.cc,data/ICLR/2024/papers.csv,False,0.8,4,"While the paper discusses reinforcement learning agents and their training with privileged sensing, it does not explicitly focus on data synthesis or synthetic data generation techniques. The emphasis is more on leveraging additional sensory information during training rather than generating synthetic data or using simulated environments for training agents. Therefore, it does not align closely with the survey's focus on agent learning with data synthesis.","reinforcement learning, privileged sensing, robotics, training-time access, auxiliary components"
